iter	Logloss
484	0.3995262889
485	0.3995260446
486	0.3995055248
487	0.3994934913
488	0.3994921439
489	0.3994644151
490	0.399463537
491	0.3994602856
492	0.3994594966
493	0.3994442872
494	0.3994426192
495	0.3994421217
496	0.3994320005
497	0.3994261086
498	0.3994246536
499	0.3994244224
500	0.3994214765
501	0.3993840385
502	0.3993839241
503	0.3993351385
504	0.3993349424
505	0.3993328549
506	0.3993130364
507	0.3993069736
508	0.3993035059
509	0.3992779268
510	0.3992757781
511	0.3992717459
512	0.399236969
513	0.399207923
514	0.3991885419
515	0.3991875476
516	0.3991865515
517	0.3991853411
518	0.3991852971
519	0.3991471321
520	0.3991469339
521	0.3991464599
522	0.3991355205
523	0.3991353433
524	0.3991350927
525	0.3991348805
526	0.3991130737
527	0.3991128561
528	0.3991125786
529	0.3991125003
530	0.3991031885
531	0.3991022717
532	0.3990999117
533	0.399099899
534	0.3990991226
535	0.3990896119
536	0.3990731969
537	0.3990731704
538	0.3990727608
539	0.399061926
540	0.3990284167
541	0.3990131768
542	0.3990127145
543	0.3990053339
544	0.3989762103
545	0.3989422776
546	0.3989403452
547	0.3989402603
548	0.3989393656
549	0.3989290541
550	0.3989135611
551	0.3989017558
552	0.3988742081
553	0.3988620979
554	0.3988607085
555	0.3988594192
556	0.3988582347
557	0.3988535574
558	0.3988450753
559	0.3988448767
560	0.3988040605
561	0.3987985669
562	0.3987747001
563	0.3987743806
564	0.3987720027
565	0.3987599806
566	0.3987150362
567	0.3987136724
568	0.398713253
569	0.398713049
570	0.3987057721
571	0.3987001512
572	0.3986898979
573	0.398664308
574	0.3986639942
575	0.3986545148
576	0.3986523267
577	0.3986522612
578	0.3986307267
579	0.398630573
580	0.3986293748
581	0.3986251432
582	0.3986249912
583	0.3986248315
584	0.3986228816
585	0.3986227267
586	0.3986184535
587	0.3986098557
588	0.398609451
589	0.3986051727
590	0.3985997542
591	0.3985978288
592	0.3985972106
593	0.3985891647
594	0.3985890186
595	0.3985399934
596	0.3985255295
597	0.3984850027
598	0.398470527
599	0.3984702971
600	0.3984697397
601	0.3984688912
602	0.3984291064
603	0.3984289368
604	0.3984231657
605	0.39842301
606	0.3984160828
607	0.3984157842
608	0.3984042544
609	0.3984024994
610	0.3984013497
611	0.3983928545
612	0.3983817681
613	0.3983817681
614	0.3983814045
615	0.3983684777
616	0.3983604107
617	0.3983505798
618	0.3983503981
619	0.3983446395
620	0.398344045
621	0.3983369513
622	0.3983365691
623	0.3983298404
624	0.3983296003
625	0.3983156208
626	0.3983087431
627	0.3982943053
628	0.3982762614
629	0.3982762323
630	0.3982714827
631	0.3982597701
632	0.3982515778
633	0.3982242856
634	0.3982094671
635	0.3982047802
636	0.3982046864
637	0.3982044844
638	0.3982033716
639	0.3982032397
640	0.3981965265
641	0.3981960049
642	0.3981854203
643	0.3981850535
644	0.3981846253
645	0.3981811099
646	0.3981806293
647	0.3981804691
648	0.3981803864
649	0.3981801512
650	0.3981770888
651	0.3981764885
652	0.3981762622
653	0.3981613983
654	0.3981338712
655	0.3981337025
656	0.39810714
657	0.3981006291
658	0.3981003877
659	0.3980554131
660	0.3980553273
661	0.3980551948
662	0.3980551048
663	0.398055033
664	0.3980505815
665	0.3980499293
666	0.3980447607
667	0.398044631
668	0.3980241631
669	0.3980240522
670	0.3980238817
671	0.3980151679
672	0.3980144423
673	0.3979978715
674	0.3979889945
675	0.3979845932
676	0.3979837437
677	0.3979835122
678	0.3979743696
679	0.3979699523
680	0.3979698152
681	0.3979524704
682	0.3979521601
683	0.3979513327
684	0.3979454024
685	0.3979447946
686	0.3979442079
687	0.3979275652
688	0.3979268624
689	0.397888812
690	0.3978858467
691	0.3978850603
692	0.3978839306
693	0.3978756158
694	0.397875136
695	0.3978736877
696	0.3978732908
697	0.397836509
698	0.3978152515
699	0.397800404
700	0.397800219
701	0.3977781539
702	0.3977689534
703	0.3977512177
704	0.3977509322
705	0.3977502118
706	0.3977407223
707	0.3977406466
708	0.397740517
709	0.3977363982
710	0.3977362416
711	0.3977313436
712	0.3977303754
713	0.3977302639
714	0.3977008446
715	0.3976842663
716	0.3976842663
717	0.3976802071
718	0.3976757677
719	0.3976755541
720	0.397674697
721	0.3976737132
722	0.3976737105
723	0.3976735701
724	0.3976392412
725	0.3976391273
726	0.3976102959
727	0.3976093996
728	0.3975998125
729	0.3975953678
730	0.3975911521
731	0.3975910633
732	0.3975877236
733	0.3975867636
734	0.3975707074
735	0.397555342
736	0.3975535479
737	0.3975535324
738	0.3975529066
739	0.3975528598
740	0.3975528344
741	0.3975521727
742	0.3975520392
743	0.3975513822
744	0.3975330007
745	0.3975327581
746	0.3975222565
747	0.3974924106
748	0.3974922988
749	0.3974916961
750	0.3974668227
751	0.3974665632
752	0.3974645321
753	0.397464532
754	0.3974508735
755	0.3974506742
756	0.3974375678
757	0.3974338913
758	0.3974149818
759	0.3974142316
760	0.3974141271
761	0.3974134961
762	0.3973824205
763	0.3973598942
764	0.3973598064
765	0.3973427003
766	0.3973415839
767	0.3973162195
768	0.397293551
769	0.3972864489
770	0.3972788563
771	0.3972783334
772	0.3972777212
773	0.3972399329
774	0.3972302856
775	0.3972172649
776	0.3972124951
777	0.3972013401
778	0.3971882677
779	0.3971881321
780	0.3971640225
781	0.3971613992
782	0.3971247377
783	0.3971230923
784	0.3971103669
785	0.3970949953
786	0.3970905351
787	0.3970807087
788	0.3970611057
789	0.3970599518
790	0.3970598247
791	0.3970595643
792	0.397058926
793	0.3970580718
794	0.3970568916
795	0.3970567472
796	0.3970551161
797	0.3970459941
798	0.3970234491
799	0.3970134395
800	0.3970130863
801	0.3970091854
802	0.3970080305
803	0.3969601058
804	0.3969533496
805	0.3969516818
806	0.3969429261
807	0.3969312798
808	0.3969197951
809	0.3968720419
810	0.3968715476
811	0.396844194
812	0.3968441249
813	0.3968373398
814	0.3968257386
815	0.3968218665
816	0.3968218665
817	0.3968212912
818	0.3968028366
819	0.3968022101
820	0.3967789341
821	0.396770934
822	0.3967610857
823	0.3967610145
824	0.396760335
825	0.3967343833
826	0.396710915
827	0.396670317
828	0.3966485325
829	0.3966084015
830	0.3965878415
831	0.3965787942
832	0.3965767711
833	0.3965689086
834	0.3965623411
835	0.3965518419
836	0.3965511468
837	0.3965498535
838	0.3965497338
839	0.3965395228
840	0.3965291158
841	0.3965290152
842	0.3965192415
843	0.3965190895
844	0.3965183891
845	0.396517577
846	0.3965173414
847	0.3965134451
848	0.3965085043
849	0.3965083918
850	0.3965039546
851	0.3964913254
852	0.3964758641
853	0.3964755634
854	0.3964616003
855	0.3964602048
856	0.3964585215
857	0.3964566334
858	0.3964542452
859	0.3964239209
860	0.3964050886
861	0.3964019509
862	0.3964017151
863	0.3963966214
864	0.3963899166
865	0.3963898639
866	0.3963589914
867	0.3963526819
868	0.3963424765
869	0.3963422085
870	0.3963314699
871	0.396325345
872	0.3963251518
873	0.3963207161
874	0.3963206693
875	0.3963205267
876	0.3962897884
877	0.3962824952
878	0.3962819559
879	0.3962501313
880	0.3962500036
881	0.3962188576
882	0.396215397
883	0.3962122327
884	0.396202376
885	0.3962022661
886	0.3962021658
887	0.3961637992
888	0.3961637934
889	0.3961636704
890	0.3961635772
891	0.3961632081
892	0.3961630796
893	0.3961469051
894	0.3961448644
895	0.3961448459
896	0.3961204591
897	0.3960835889
898	0.3960629328
899	0.3960132663
900	0.3960122731
901	0.3960122607
902	0.3960121867
903	0.3960112574
904	0.3959853878
905	0.3959850722
906	0.3959848684
907	0.3959847952
908	0.3959805578
909	0.3959804766
910	0.3959769917
911	0.3959477402
912	0.3959477374
913	0.3959460516
914	0.3959459882
915	0.3959459723
916	0.3959456156
917	0.3959455531
918	0.3959394524
919	0.3959393154
920	0.395929637
921	0.3959294961
922	0.3959294344
923	0.3959266749
924	0.395918667
925	0.3958948175
926	0.3958938446
927	0.3958861681
928	0.3958861676
929	0.3958858347
930	0.3958856255
931	0.3958855205
932	0.3958854759
933	0.3958786978
934	0.3958632691
935	0.3958621335
936	0.3958120578
937	0.3957876919
938	0.3957770614
939	0.3957769781
940	0.3957743662
941	0.3957742736
942	0.3957685389
943	0.3957681319
944	0.395753164
945	0.395752976
946	0.3957527786
947	0.3957438666
948	0.3957414756
949	0.3957338486
950	0.3957323529
951	0.3957245229
952	0.3957231603
953	0.3957118901
954	0.3956921292
955	0.3956639185
956	0.3956505644
957	0.3956093897
958	0.3955997177
959	0.3955970447
960	0.3955754657
961	0.3955684667
962	0.3955395203
963	0.3955366126
964	0.3955334127
965	0.395508569
966	0.3955083148
967	0.3955081711
968	0.3955059783
969	0.3955036003
970	0.3954947177
971	0.3954944999
972	0.3954936393
973	0.3954936265
974	0.3954837537
975	0.3954659915
976	0.3954563637
977	0.3954375132
978	0.3954303488
979	0.3954228808
980	0.3954228247
981	0.3954223107
982	0.3954220976
983	0.3954218726
984	0.3954205851
985	0.3954108921
986	0.395395748
987	0.3953913437
988	0.3953911124
989	0.3953873698
990	0.3953871801
991	0.3953768665
992	0.395364495
993	0.3953642883
994	0.3953437343
995	0.3953360842
996	0.395312615
997	0.3953113963
998	0.3953110806
999	0.3952926928
